Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Starting_Salary,Current_Job_Level,Entrepreneurship,
S04109,21,Male,3.94,1386,424,2.7,Mathematics,45000,Senior,No,
S04110,26,Female,3.96,1078,973,3.08,Computer Science,52400,Senior,No,
S04111,29,Male,3.31,1121,919,2.59,Business,69900,Senior,No,
S04112,28,Male,3.76,1269,948,2.55,Arts,41000,Mid,Yes,
S04113,22,Male,2.43,1536,516,3.74,Law,82300,Entry,No,
S04114,21,Female,3.94,1066,165,2.29,Business,27000,Entry,No,
S04115,24,Female,2.29,1562,426,2.99,Law,37800,Mid,No,
S04116,21,Female,2.2,1452,997,3.91,Computer Science,52700,Senior,No,
S04117,20,Male,2.22,1199,812,3.25,Law,25000,Mid,No,
S04118,26,Male,3.15,1280,993,3.43,Mathematics,32300,Senior,No,
S04119,28,Male,3.56,934,893,2.86,Law,57000,Entry,No,
S04120,25,Female,2.73,1306,42,2.04,Mathematics,64000,Entry,Yes,
S04121,18,Male,3.96,1401,797,3.29,Law,35400,Mid,No,
S04122,24,Female,2.87,1213,741,3.26,Law,42100,Senior,No,
S04123,26,Male,2.3,1000,403,2.22,Mathematics,57600,Entry,No,
S04124,25,Male,2.93,1468,755,2.92,Mathematics,25000,Entry,No,
S04125,25,Male,3.36,1114,724,3.83,Business,47300,Entry,Yes,
S04126,23,Male,3.66,1567,416,2.41,Arts,46500,Entry,No,
S04127,28,Male,2.92,1475,300,2.92,Medicine,76500,Entry,No,
S04128,21,Male,3.19,961,55,2.92,Business,58000,Entry,No,
S04129,25,Female,2.53,1268,336,3.62,Engineering,50300,Entry,No,
S04130,20,Female,3.29,1267,901,3.65,Arts,61500,Entry,No,
S04131,26,Male,3.97,1473,881,3.52,Arts,53300,Entry,No,
S04132,19,Male,2.1,993,430,2.73,Mathematics,36000,Mid,No,
S04133,19,Male,3.77,1368,972,2.14,Engineering,60800,Mid,No,
S04134,29,Male,3.12,925,685,2.7,Mathematics,62900,Entry,No,
S04135,29,Male,2.5,1334,789,3.36,Mathematics,45200,Entry,Yes,
S04136,24,Female,3.91,1020,334,3.41,Computer Science,53000,Entry,No,
S04137,29,Male,2.97,949,741,3.93,Engineering,79300,Entry,No,
S04138,27,Male,2.66,935,406,2.91,Computer Science,53100,Entry,No,
S04139,21,Male,2.36,1309,30,3.26,Medicine,46900,Entry,No,
S04140,27,Male,2.49,1188,535,3.08,Computer Science,34900,Entry,Yes,
S04141,25,Female,3.67,1278,517,2.3,Mathematics,36500,Mid,Yes,
S04142,26,Male,3.23,999,575,2.92,Medicine,51400,Executive,No,
S04143,24,Male,3.83,1223,221,3.09,Medicine,40600,Senior,Yes,
S04144,22,Female,2.46,1228,827,3.9,Law,59000,Senior,No,
S04145,25,Male,2.24,1547,990,2.73,Law,43700,Mid,No,
S04146,21,Female,2.01,1120,594,3.96,Engineering,93000,Senior,Yes,
S04147,19,Female,3.02,1466,494,3.08,Mathematics,53500,Mid,No,
S04148,28,Male,4,1009,754,2.48,Medicine,26300,Entry,No,
S04149,29,Female,3.39,1048,253,2.38,Mathematics,52800,Mid,No,
S04150,23,Male,2.62,1305,564,2.28,Computer Science,44400,Entry,Yes,
S04151,26,Female,3.75,1573,321,2.91,Business,60800,Entry,No,
S04152,18,Male,3.56,1598,39,2.04,Law,50100,Entry,No,
S04153,28,Male,2.03,1309,465,2.89,Arts,56200,Entry,No,
S04154,27,Female,3.63,1028,771,3.98,Arts,90700,Mid,Yes,
S04155,29,Female,2.6,1383,938,3.34,Computer Science,46800,Senior,Yes,
S04156,24,Other,2.3,1007,839,3.52,Law,61000,Executive,No,
S04157,27,Female,2.45,1288,411,2.24,Business,66600,Entry,No,
S04158,26,Male,2.94,1324,412,2.95,Mathematics,54700,Executive,Yes,
S04159,27,Male,2.85,1346,492,2.57,Medicine,25800,Mid,No,
S04160,26,Male,2.58,967,438,3.79,Law,61700,Entry,No,
S04161,27,Male,2.34,965,479,2.36,Computer Science,25000,Mid,No,
S04162,28,Male,3.52,1555,783,2.92,Mathematics,75600,Entry,Yes,
S04163,20,Female,3.98,1464,949,3.18,Medicine,30400,Entry,No,
S04164,28,Male,3.56,1539,72,3.03,Law,79400,Mid,No,
S04165,22,Male,2.59,1403,582,3.66,Engineering,51300,Mid,No,
S04166,25,Male,2.49,1403,220,2.46,Business,63100,Entry,No,
S04167,25,Female,2.44,1220,4,2.75,Arts,57700,Senior,No,
S04168,21,Female,2.27,1479,862,3.58,Computer Science,64600,Mid,No,
S04169,29,Female,3.1,1346,913,3.06,Arts,25000,Entry,Yes,
S04170,28,Male,3.21,1473,290,2.8,Mathematics,40400,Mid,No,
S04171,28,Female,3.41,1109,380,2.06,Medicine,56100,Entry,No,
S04172,18,Male,3.36,1269,902,3.51,Medicine,50800,Entry,No,
S04173,18,Female,2.58,1463,804,3.94,Engineering,44000,Senior,No,
S04174,21,Female,2.66,1527,355,3.24,Medicine,52900,Entry,No,
S04175,23,Male,3.36,1357,743,3.71,Medicine,46700,Entry,No,
S04176,25,Female,2.7,1476,935,3.03,Mathematics,83100,Mid,No,
S04177,23,Female,2.43,1541,80,2.46,Arts,70100,Mid,No,
S04178,29,Male,2.75,1588,66,2.03,Arts,72300,Entry,No,
S04179,26,Female,2.54,1062,136,3.31,Computer Science,77100,Mid,Yes,
S04180,26,Male,2.18,1231,399,2.99,Computer Science,57400,Senior,No,
S04181,19,Male,3.66,1563,703,3.56,Medicine,36000,Mid,No,
S04182,27,Male,3.71,1249,347,3.39,Law,45800,Senior,No,
S04183,18,Male,2.44,1569,848,3.98,Business,55300,Entry,Yes,
S04184,19,Female,2.13,1367,961,3.02,Computer Science,52300,Entry,No,
S04185,22,Male,3.48,1325,59,2.85,Medicine,30100,Entry,No,
S04186,21,Female,2.42,1226,778,2.57,Law,55400,Mid,Yes,
S04187,21,Male,2.79,1005,519,2.95,Law,33200,Senior,No,
S04188,26,Other,2.13,1154,880,3.75,Arts,79100,Senior,Yes,
S04189,28,Female,2.45,1257,714,2.08,Law,61700,Entry,No,
S04190,25,Female,3.59,1343,844,3.96,Engineering,47100,Mid,No,
S04191,23,Male,3.61,1012,977,3.99,Arts,51000,Executive,No,
S04192,18,Male,2.41,929,237,3.2,Arts,75900,Entry,No,
S04193,19,Male,2.67,1423,780,2.66,Engineering,27600,Mid,No,
S04194,23,Female,2.27,1588,79,2.45,Mathematics,42800,Senior,No,
S04195,28,Female,2.15,945,558,2.55,Mathematics,58000,Senior,No,
S04196,19,Male,3.98,1070,755,2.1,Arts,25000,Entry,No,
S04197,27,Male,3.31,1029,800,2.95,Computer Science,47900,Entry,Yes,
S04198,22,Female,3.08,1252,672,2.11,Arts,43300,Mid,No,
S04199,22,Male,3.53,1102,115,3.44,Engineering,87000,Senior,No,
S04200,23,Female,3.68,1125,986,2.74,Medicine,48000,Mid,No,
S04201,23,Female,3.61,979,462,2.4,Medicine,34500,Entry,No,
S04202,23,Female,2.03,1209,626,3.09,Medicine,36700,Senior,Yes,
S04203,19,Male,2.37,934,126,3.95,Mathematics,25000,Entry,Yes,
S04204,27,Male,3.31,1463,602,3.39,Engineering,75300,Mid,No,
S04205,20,Female,2.75,1060,573,2.98,Engineering,51600,Entry,No,
S04206,23,Female,3.96,1495,965,3.55,Computer Science,47400,Entry,No,
S04207,25,Male,3.33,1334,500,3.47,Engineering,64100,Entry,No,
S04208,29,Male,3.91,1437,829,3.78,Law,58200,Entry,No,
S04209,28,Female,2.4,1124,102,2.41,Medicine,50200,Senior,No,
S04210,29,Female,3.73,1345,626,3.72,Engineering,35000,Entry,No,
S04211,18,Female,2.64,1216,174,2.6,Business,41900,Entry,No,
S04212,18,Other,3.98,1565,452,3.88,Mathematics,51900,Mid,No,
S04213,28,Male,2.32,1313,92,2.56,Arts,60000,Mid,No,
S04214,19,Male,3.03,994,695,3.85,Computer Science,30000,Mid,No,
S04215,28,Female,3.59,1124,385,3.93,Medicine,48700,Entry,No,
S04216,29,Female,2.87,1452,205,2.29,Law,69400,Entry,No,
S04217,29,Male,2.94,1544,363,3.95,Law,31400,Entry,No,
S04218,23,Male,3.97,965,707,2.17,Medicine,61200,Entry,Yes,
S04219,26,Female,2.85,1296,817,2.44,Law,30500,Senior,No,
S04220,21,Male,3.21,1109,498,2.89,Business,42000,Mid,No,
S04221,20,Male,2.11,1373,537,3.99,Computer Science,25000,Entry,No,
S04222,29,Female,3.68,1564,234,2.98,Mathematics,54500,Entry,Yes,
S04223,25,Female,3.3,1583,16,3.1,Arts,38500,Mid,No,
S04224,28,Female,2.81,1470,981,3.39,Computer Science,25000,Entry,No,
S04225,27,Male,2.03,1595,141,3.94,Computer Science,52100,Mid,Yes,
S04226,26,Female,3.18,1389,948,3.57,Mathematics,65900,Entry,No,
S04227,29,Female,2.03,1079,620,2.45,Medicine,56100,Entry,No,
S04228,28,Female,2,1423,420,2.61,Engineering,55400,Senior,No,
S04229,22,Female,3.23,1358,456,2.2,Arts,61800,Entry,No,
S04230,26,Male,2.38,967,300,3.29,Computer Science,39200,Mid,Yes,
S04231,19,Male,2.38,1228,339,2.36,Business,51600,Entry,Yes,
S04232,20,Male,3.31,1101,303,2.51,Mathematics,83000,Entry,No,
S04233,24,Male,2.11,1374,892,3.78,Medicine,52200,Entry,No,
S04234,24,Female,2.63,1417,592,2.65,Engineering,37500,Entry,No,
S04235,23,Female,2.3,914,76,3.13,Engineering,55200,Entry,No,
S04236,23,Female,3.16,941,788,2.8,Medicine,44300,Senior,No,
S04237,19,Female,3.32,1442,914,2.15,Computer Science,49400,Executive,No,
S04238,27,Male,3.44,1592,950,2.73,Mathematics,61200,Entry,No,
S04239,23,Male,2.51,1188,780,2.82,Law,41900,Entry,No,
S04240,21,Male,2.18,1432,624,3.79,Medicine,25000,Mid,No,
S04241,29,Male,2.16,1593,921,2.65,Law,47400,Mid,No,
S04242,20,Male,2.85,1595,316,2.76,Engineering,57400,Mid,Yes,
S04243,28,Female,3.89,1143,500,3.57,Engineering,76200,Mid,Yes,
S04244,19,Other,2.44,1560,75,3.52,Business,66100,Mid,No,
S04245,18,Male,2.51,1511,726,3.6,Business,45000,Entry,Yes,
S04246,28,Male,2.2,1466,366,3.91,Engineering,57200,Entry,No,
S04247,28,Female,3.21,1597,546,3.59,Business,46300,Senior,No,
S04248,22,Male,3.36,1497,653,2.82,Business,63300,Entry,No,
S04249,19,Female,3.29,1073,678,3.64,Business,47600,Executive,No,
S04250,19,Female,3.72,1433,396,3.02,Engineering,61300,Mid,Yes,
S04251,24,Female,2.97,1408,231,2.56,Computer Science,75000,Mid,No,
S04252,25,Male,2.27,1143,804,2.61,Computer Science,88200,Mid,No,
S04253,27,Female,2.58,959,28,2.45,Mathematics,27600,Entry,No,
S04254,25,Male,3.32,1003,475,2.29,Arts,25000,Entry,No,
S04255,21,Female,3.23,1550,295,2.37,Business,35900,Senior,Yes,
S04256,18,Male,3.06,1202,845,2.13,Computer Science,49100,Entry,No,
S04257,28,Male,3.37,1570,427,3.78,Arts,42100,Entry,No,
S04258,24,Female,3.27,976,872,3.86,Medicine,68700,Mid,No,
S04259,18,Female,3.76,917,91,3.17,Business,38100,Mid,No,
S04260,28,Female,3.17,1433,115,3.68,Computer Science,33300,Entry,No,
S04261,21,Female,3.56,1083,159,2.37,Computer Science,70100,Entry,No,
S04262,25,Female,2.5,1556,258,3.8,Law,58200,Entry,No,
S04263,19,Male,3.36,1449,373,3.01,Computer Science,54500,Senior,No,
S04264,23,Female,3.8,1180,850,2.13,Law,33300,Senior,No,
S04265,23,Female,2.77,1187,90,2.28,Arts,66100,Senior,No,
S04266,29,Female,3.56,1554,757,2.62,Law,46600,Senior,No,
S04267,26,Female,3.45,1424,298,2.09,Medicine,52000,Mid,No,
S04268,22,Male,2.12,1597,31,2.62,Mathematics,55100,Senior,Yes,
S04269,27,Female,3.16,1373,829,2.12,Business,70800,Entry,No,
S04270,21,Male,2.26,1166,358,2.47,Computer Science,56700,Entry,No,
S04271,22,Male,3.93,1508,824,2.53,Mathematics,39700,Mid,Yes,
S04272,29,Female,3.62,1256,470,3.99,Engineering,49900,Senior,No,
S04273,29,Male,2.22,900,740,2.47,Business,60200,Mid,No,
S04274,27,Female,2.24,926,851,2.48,Engineering,75500,Entry,No,
S04275,28,Male,3.19,1447,128,3.37,Mathematics,43900,Senior,No,
S04276,22,Male,2.69,1059,782,3.72,Arts,42600,Mid,No,
S04277,25,Female,2.07,1298,270,2.77,Computer Science,61400,Mid,No,
S04278,27,Female,3.08,1442,498,3.75,Business,36700,Mid,No,
S04279,29,Female,2.78,1026,413,2.68,Business,40500,Mid,No,
S04280,25,Female,2.2,1109,209,2.39,Computer Science,50400,Entry,No,
S04281,19,Female,3.6,1049,690,2.66,Mathematics,56600,Entry,Yes,
S04282,24,Male,3.83,930,306,3.22,Medicine,65300,Executive,No,
S04283,25,Male,3.51,1511,191,2.73,Arts,52500,Entry,Yes,
S04284,28,Male,3.64,1201,357,3.35,Computer Science,51300,Mid,No,
S04285,23,Female,2.43,1582,457,2.47,Law,58600,Entry,No,
S04286,22,Female,2.53,1156,449,3.4,Business,27000,Senior,No,
S04287,28,Male,2.42,956,68,2.69,Medicine,51200,Mid,Yes,
S04288,26,Female,3.53,908,839,2.91,Business,74200,Mid,No,
S04289,20,Female,3.9,904,779,3.12,Engineering,61700,Entry,No,
S04290,29,Male,3.43,1013,782,3.37,Business,49600,Entry,No,
S04291,27,Male,3.76,1584,874,2.48,Arts,61000,Mid,No,
S04292,21,Female,3.28,1104,467,3.67,Computer Science,31500,Entry,Yes,
S04293,26,Female,2.78,923,360,3.44,Business,56500,Mid,No,
S04294,23,Female,2.85,1392,387,2.47,Law,49500,Mid,No,
S04295,25,Male,2.15,1581,128,3.95,Engineering,51500,Senior,No,
S04296,24,Other,2.06,1305,776,3.33,Engineering,44500,Entry,No,
S04297,28,Male,3.39,1002,733,2.9,Computer Science,71100,Mid,No,
S04298,19,Male,2.88,959,754,2.32,Engineering,42600,Mid,No,
S04299,20,Other,3.1,985,485,3.07,Mathematics,34000,Entry,No,
S04300,18,Male,3.12,1576,244,2.33,Computer Science,27800,Mid,No,
S04301,26,Female,2.55,1271,939,2.86,Arts,25000,Entry,No,
S04302,24,Male,2.95,1578,905,2.82,Computer Science,53300,Entry,No,
S04303,18,Female,2.94,1495,19,3.44,Medicine,38200,Entry,No,
S04304,20,Female,2.78,1101,396,2.38,Engineering,30500,Entry,No,
S04305,21,Male,3.64,1501,667,3.64,Engineering,46000,Senior,No,
S04306,21,Female,2.9,988,229,2.65,Law,60300,Entry,Yes,
S04307,22,Male,3.21,1336,368,2.89,Business,48500,Entry,No,
S04308,20,Female,3.79,1019,58,3.54,Medicine,52000,Entry,No,
S04309,20,Male,3.73,1055,281,3.25,Mathematics,67600,Mid,Yes,
S04310,18,Male,3.78,1298,557,2.62,Business,62400,Mid,No,
S04311,24,Male,2.54,1599,102,2.77,Computer Science,51700,Entry,No,
S04312,28,Male,2.07,1087,48,2.61,Arts,35200,Entry,No,
S04313,27,Female,2.52,951,562,3.19,Law,41800,Senior,No,
S04314,18,Male,2.56,1551,593,2.67,Engineering,50400,Entry,No,
S04315,19,Male,3.82,1430,812,3.45,Mathematics,60800,Entry,No,
S04316,21,Male,3.3,1379,59,3.16,Mathematics,55100,Entry,No,
S04317,21,Male,2.16,1486,161,2.29,Arts,40700,Entry,No,
S04318,22,Female,2.27,1129,103,2.62,Computer Science,56000,Mid,Yes,
S04319,28,Other,2.31,1380,846,2.44,Computer Science,75600,Mid,No,
S04320,19,Male,3.26,1029,412,2.78,Medicine,54400,Entry,No,
S04321,21,Female,3.47,954,786,3.03,Business,59200,Entry,No,
S04322,18,Female,3.72,1170,183,3.01,Engineering,44800,Entry,No,
S04323,19,Male,3.88,999,417,3.51,Mathematics,47100,Mid,No,
S04324,18,Female,2.4,968,116,2.38,Engineering,25000,Mid,Yes,
S04325,27,Female,2.62,1198,874,3.89,Mathematics,52100,Executive,No,
S04326,27,Female,2.48,1428,399,2.69,Arts,25000,Mid,No,
S04327,21,Female,2.72,1253,957,2.6,Medicine,27200,Mid,Yes,
S04328,21,Male,3.83,1527,779,3.37,Law,55000,Mid,No,
S04329,24,Female,3.15,1051,676,3.61,Computer Science,35200,Entry,No,
S04330,27,Female,3.48,1229,655,2.76,Medicine,25000,Mid,Yes,
S04331,28,Female,2.98,1015,437,3.49,Engineering,51000,Entry,No,
S04332,28,Female,2.06,1441,318,3.77,Law,26900,Mid,Yes,
S04333,26,Male,2.13,1222,816,3.53,Business,65800,Entry,No,
S04334,26,Other,3.08,1462,606,2.07,Arts,57100,Entry,No,
S04335,22,Female,3.44,1471,250,3.65,Computer Science,77400,Mid,No,
S04336,27,Male,2.43,1128,911,3.55,Computer Science,55900,Mid,No,
S04337,18,Male,3.44,1259,447,3.34,Computer Science,78300,Mid,No,
S04338,18,Female,3.62,904,497,3.52,Business,35500,Mid,No,
S04339,23,Male,2.82,927,343,3.96,Engineering,40900,Entry,No,
S04340,19,Male,3.49,1263,427,2.86,Engineering,54400,Senior,No,
S04341,25,Male,2.81,1361,818,2.13,Medicine,48100,Entry,No,
S04342,26,Male,3.36,1130,828,2.92,Law,52200,Entry,No,
S04343,21,Male,3.53,1294,240,2.09,Mathematics,49600,Entry,Yes,
S04344,22,Male,3.98,1170,59,2.59,Medicine,46900,Mid,No,
S04345,28,Male,2.69,1203,527,3.17,Engineering,35900,Entry,No,
S04346,25,Female,2.82,1282,797,2.62,Computer Science,39000,Entry,No,
S04347,20,Female,2.33,1457,203,3.37,Business,36600,Entry,No,
S04348,22,Male,2.41,927,749,3.64,Engineering,35300,Mid,No,
S04349,20,Male,3.39,1418,466,2.84,Business,51000,Mid,Yes,
S04350,29,Female,3.83,1098,296,3.8,Arts,39200,Mid,No,
S04351,27,Male,2.79,1505,287,2.16,Computer Science,42100,Executive,Yes,
S04352,20,Male,2.36,981,73,3.68,Arts,71000,Senior,No,
S04353,20,Male,2.57,987,726,3.66,Engineering,57200,Entry,Yes,
S04354,29,Female,2.91,1289,523,2.64,Medicine,62100,Mid,No,
S04355,24,Female,2.58,1597,337,2.6,Engineering,66800,Mid,Yes,
S04356,24,Female,2.47,1479,737,2.61,Arts,74700,Entry,No,
S04357,24,Female,3.47,1350,318,3.62,Business,49800,Entry,No,
S04358,27,Female,2.02,1332,203,3.66,Law,54100,Mid,No,
S04359,25,Male,3.08,1273,231,2.66,Law,42300,Mid,No,
S04360,22,Female,3.59,1334,904,3.19,Engineering,37400,Mid,Yes,
S04361,22,Male,2.53,1086,563,2.28,Mathematics,27600,Entry,Yes,
S04362,21,Female,3.21,1289,57,2.94,Medicine,34800,Senior,No,
S04363,24,Female,3.34,1117,644,4,Arts,42100,Mid,No,
S04364,27,Female,3.31,1007,420,2.32,Engineering,53000,Senior,No,
S04365,21,Male,2.89,1449,915,3.9,Arts,32900,Entry,Yes,
S04366,19,Male,2.69,1248,280,3.65,Arts,35400,Mid,No,
S04367,21,Female,3.67,1421,809,3.94,Computer Science,25000,Mid,No,
S04368,25,Female,3.52,925,305,2.36,Law,39700,Entry,Yes,
S04369,26,Female,2.64,947,466,2.43,Mathematics,50900,Entry,No,
S04370,20,Male,2.21,1269,737,2.03,Law,50800,Entry,No,
S04371,24,Female,2.14,913,174,3.45,Business,45200,Executive,No,
S04372,29,Female,2.19,1511,804,3.29,Mathematics,46300,Mid,No,
S04373,26,Female,3.17,1086,266,2.36,Computer Science,50100,Entry,No,
S04374,28,Female,2.1,1423,247,3.58,Law,68700,Mid,Yes,
S04375,21,Female,2.67,1178,78,2.6,Arts,44600,Mid,No,
S04376,27,Female,3.51,1240,647,2.27,Medicine,47900,Entry,No,
S04377,20,Female,2.59,1227,652,2.85,Medicine,30600,Executive,No,
S04378,22,Other,3.53,1578,854,2.18,Computer Science,57100,Senior,No,
S04379,18,Male,3.49,1533,253,2.53,Medicine,49100,Entry,No,
S04380,20,Male,2.49,1506,475,2.74,Arts,42000,Mid,Yes,
S04381,25,Female,3.46,924,176,3.7,Mathematics,32300,Mid,Yes,
S04382,28,Female,3.5,1428,421,3.59,Engineering,55200,Entry,No,
S04383,25,Female,2.79,1325,971,2.89,Arts,33600,Senior,No,
S04384,21,Female,2.42,928,932,3.45,Law,58000,Senior,No,
S04385,19,Male,3.04,1222,572,3.14,Engineering,76900,Mid,Yes,
S04386,25,Female,3.84,1212,461,2.68,Medicine,67300,Entry,No,
S04387,25,Female,3.28,1483,864,3.45,Mathematics,50500,Entry,No,
S04388,27,Male,2.35,1169,254,3.37,Business,59400,Entry,No,
S04389,21,Male,3.37,1194,520,3.24,Business,39600,Entry,No,
S04390,20,Female,2.85,1555,903,3.24,Arts,30300,Senior,No,
S04391,19,Male,3.18,1122,107,3.37,Arts,52000,Senior,No,
S04392,26,Female,3.47,974,171,2.77,Medicine,41000,Entry,No,
S04393,18,Male,3.03,1001,58,3.74,Business,29400,Mid,Yes,
S04394,24,Female,3.63,1431,337,2.32,Business,25000,Entry,No,
S04395,22,Female,3.44,1528,342,3.77,Arts,45500,Entry,Yes,
S04396,25,Female,3.23,1585,942,2.68,Law,64900,Entry,No,
S04397,21,Male,2.3,1072,290,2.25,Business,47600,Entry,No,
S04398,24,Female,3.67,903,84,3.2,Arts,46900,Entry,No,
S04399,22,Male,3.87,1378,117,2.75,Computer Science,49200,Entry,No,
S04400,22,Male,2.27,1559,712,3.63,Business,35700,Mid,Yes,
S04401,26,Other,2.98,1294,534,2.86,Engineering,43400,Entry,No,
S04402,26,Female,2.52,1525,219,3.34,Mathematics,68800,Entry,No,
S04403,26,Female,3.51,1066,738,2.62,Medicine,72900,Senior,No,
S04404,29,Male,3.44,1199,917,2.42,Mathematics,65700,Entry,No,
S04405,23,Male,2.28,1017,783,2.78,Arts,61600,Mid,No,
S04406,23,Male,3.75,1411,901,3.21,Business,73200,Entry,No,
S04407,22,Female,2.36,1511,102,3.31,Business,33700,Mid,No,
S04408,26,Female,3.59,1074,657,3.16,Law,90800,Entry,Yes,
S04409,27,Female,2.91,1058,456,3.98,Arts,25000,Mid,No,
S04410,25,Female,2.66,1283,659,3.38,Engineering,45100,Mid,Yes,
S04411,24,Male,2.32,1126,773,3.86,Business,25000,Entry,No,
S04412,24,Male,2.34,937,791,2.24,Computer Science,61300,Entry,No,
S04413,23,Male,3.32,1362,851,2.12,Medicine,32500,Mid,No,
S04414,22,Male,3.1,1330,526,2.62,Arts,34100,Entry,No,
S04415,21,Male,2.24,1547,266,2.27,Business,70600,Entry,No,
S04416,20,Female,2.23,1003,287,3.05,Mathematics,46300,Entry,No,
S04417,20,Male,2.14,1092,141,3.04,Law,59600,Entry,No,
S04418,23,Female,3.49,1149,895,3.15,Law,43000,Entry,Yes,
S04419,21,Male,3.42,912,406,3.49,Medicine,35800,Mid,No,
S04420,29,Other,2.12,1466,293,3.94,Arts,63400,Entry,Yes,
S04421,29,Female,3.12,1496,935,3.76,Arts,52600,Mid,No,
S04422,23,Female,2.17,1520,906,2.24,Arts,53200,Senior,No,
S04423,20,Male,3.81,1454,31,2.68,Engineering,41100,Senior,No,
S04424,21,Female,3.81,1287,171,2.51,Computer Science,47500,Entry,No,
S04425,26,Female,3.4,970,355,2.35,Law,41000,Mid,No,
S04426,22,Male,3.85,1470,205,3.09,Arts,61400,Mid,No,
S04427,24,Male,3.62,1337,478,3.11,Engineering,50500,Senior,No,
S04428,27,Male,3.66,943,994,2.45,Arts,59300,Senior,No,
S04429,19,Female,3.14,1171,932,3.42,Arts,45200,Mid,No,
S04430,22,Female,2.61,913,291,3.47,Engineering,76900,Mid,No,
S04431,26,Female,2.44,1270,111,2.04,Computer Science,49000,Entry,No,
S04432,28,Male,2.65,1011,68,2.79,Medicine,55300,Entry,No,
S04433,20,Male,3.26,1278,695,3.78,Law,58700,Mid,No,
S04434,26,Female,2.35,1213,373,3.04,Business,37500,Entry,No,
S04435,28,Male,2.52,1314,196,2.7,Mathematics,44800,Entry,No,
S04436,23,Female,2.94,1384,126,2.51,Arts,58500,Senior,No,
S04437,21,Female,2.47,1068,687,2.49,Computer Science,26900,Executive,No,
S04438,24,Male,3.18,1145,262,2.2,Law,56400,Entry,No,
S04439,25,Female,3.85,1165,887,3.63,Business,28900,Senior,No,
S04440,23,Male,3.5,1142,924,2.17,Arts,27600,Senior,No,
S04441,22,Female,3.33,1569,798,2.58,Mathematics,33500,Mid,Yes,
S04442,23,Male,3.17,1199,155,2.09,Business,57000,Entry,No,
S04443,22,Female,2.98,1226,581,3.56,Engineering,89700,Senior,Yes,
S04444,25,Male,2.37,1429,108,2.08,Mathematics,30900,Entry,No,
S04445,18,Male,3.79,1494,423,2.62,Law,51000,Senior,No,
S04446,28,Female,2.5,1241,35,3.15,Computer Science,64800,Entry,No,
S04447,24,Male,2.18,1578,871,2.82,Computer Science,57700,Mid,No,
S04448,27,Female,3.5,1453,44,2.56,Law,39800,Entry,No,
S04449,27,Male,2.35,1148,655,2.55,Medicine,60300,Mid,No,
S04450,28,Female,2.74,1279,723,3.6,Medicine,42300,Senior,No,
S04451,19,Male,2.06,1431,990,3.95,Business,47900,Entry,No,
S04452,26,Female,2.27,1280,998,2.7,Engineering,36700,Mid,No,
S04453,18,Male,2.35,941,416,2.08,Business,66200,Senior,No,
S04454,28,Male,2.11,1244,1000,2.07,Arts,54400,Senior,Yes,
S04455,27,Male,3.31,1498,285,3.52,Computer Science,45600,Senior,Yes,
S04456,23,Female,3.67,1160,447,3.1,Business,54900,Mid,No,
S04457,26,Male,2.75,1205,518,3.57,Business,51400,Mid,No,
S04458,18,Female,3.75,1139,730,3.39,Law,54600,Entry,No,
S04459,21,Female,2.43,1578,27,3.82,Mathematics,61600,Entry,No,
S04460,21,Male,2.65,1212,227,3.77,Computer Science,54700,Entry,Yes,
S04461,26,Female,2.3,1340,796,3.58,Computer Science,37700,Entry,No,
S04462,28,Male,3.24,1032,901,2.95,Medicine,25000,Entry,No,
S04463,22,Male,2.84,950,425,2.62,Medicine,61400,Mid,No,
S04464,22,Female,3.23,1517,568,3.01,Computer Science,41600,Entry,Yes,
S04465,23,Female,3.52,1291,368,3,Mathematics,66800,Entry,No,
S04466,18,Female,3.09,1595,310,3.22,Business,27900,Entry,No,
S04467,18,Male,3.26,1422,848,2.37,Arts,36100,Entry,No,
S04468,26,Male,3.87,1407,105,3.31,Business,48200,Senior,No,
S04469,20,Male,2.6,1561,18,2.91,Mathematics,51600,Mid,Yes,
S04470,21,Female,2.72,1253,205,3.24,Arts,64200,Mid,No,
S04471,18,Female,3.44,1294,43,2.48,Computer Science,65700,Entry,No,
S04472,26,Female,3.22,995,89,2.87,Law,49200,Mid,No,
S04473,25,Male,2.36,1005,586,2.42,Arts,61300,Mid,No,
S04474,19,Male,2.75,1554,157,3.75,Medicine,25000,Entry,No,
S04475,25,Male,2.94,1577,266,2.98,Law,45000,Executive,No,
S04476,24,Male,2.84,1412,134,2.45,Mathematics,62100,Senior,No,
S04477,28,Male,2.36,1457,464,2.08,Computer Science,51100,Executive,No,
S04478,23,Female,3.85,1141,601,3.35,Mathematics,71800,Entry,No,
S04479,18,Female,3.52,1387,748,2.43,Engineering,35900,Senior,Yes,
S04480,24,Female,2.96,1414,132,3.98,Arts,63400,Entry,No,
S04481,27,Male,3.36,1553,741,3.07,Arts,42700,Mid,No,
S04482,24,Male,3.79,960,34,2.58,Mathematics,57400,Senior,No,
S04483,26,Female,2.27,1315,83,3.32,Law,37000,Entry,No,
S04484,18,Male,2.5,1193,929,2.55,Engineering,52200,Entry,No,
S04485,19,Female,3.09,1201,132,3.64,Engineering,63100,Entry,No,
S04486,28,Female,3.6,1069,428,2.62,Computer Science,61600,Mid,No,
